31,0
4,1
27,26
31,23
0,19
14,24
15,22
3,2
29,18
22,3
26,2
27,20
17,0
16,8
34,8
0,20
32,4
20,0
12,27
33,25
7,24
26,23
19,25
13,12
3,26
10,12
17,12
23,5
14,2
15,20
15,6
23,27
8,20
34,12
25,19
34,24
8,23
15,14
27,22
14,17
11,3
30,15
24,18
34,13
32,13
13,26
21,18
14,15
11,16
24,16
20,20
22,28
24,2
6,14
11,23
4,24
29,11
24,2
9,5
7,24
0,16
29,23
19,16
14,3
11,20
6,28
29,21
34,9
34,3
18,3
21,9
1,12
10,20
4,15
26,20
12,21
12,3
22,15
8,2
12,0
34,1
0,8
25,19
22,25
9,7
16,1
1,1
21,29
17,26
25,2
16,24
32,17
34,25
8,22
13,16
4,11
27,6
29,10
29,9
21,8
7,21
16,14
22,6
7,22
17,7
3,13
33,2
14,2
33,6
18,5
17,3
17,13
12,13
5,18
16,24
10,0
30,1
22,26
21,20
9,3
25,21
34,19
33,10
7,20
13,8
11,16
18,22
12,25
14,1
4,20
33,24
32,1
7,25
25,24
16,20
28,23
10,29
24,19
17,25
29,25
8,18
18,14
32,16
26,2
10,15
3,1
1,5
22,4
28,18
24,5
19,16
3,13
34,17
8,19
13,20
8,0
12,22
7,9
34,10
14,4
28,2
2,5
8,14
2,17
18,6
25,12
18,3
34,24
13,7
13,24
13,6
13,15
15,4
22,15
20,8
24,20
13,29
22,28
20,23
17,16
5,9
20,2
9,28
19,19
16,17
3,1
12,3
9,25
0,20
7,17
2,8
2,0
31,5
27,23
1,0
23,2
7,23
24,22
32,24
26,0
9,10
11,26
2,9
19,23
26,12
29,6
11,4
14,27
28,16
32,8
25,14
9,7
28,13
6,1
26,4
4,20
4,21
20,28
0,7
22,27
34,8
21,0
5,27
0,14
32,8
6,3
5,9
17,7
20,12
26,23
1,18
30,16
34,12
12,11
1,14
14,3
22,28
21,21
17,15
30,13
5,25
30,29
23,5
2,1
5,26
26,24
14,3
4,15
31,13
22,0
17,4
31,27
3,17
2,5
10,29
25,1
7,20
26,26
12,6
3,18
14,8
31,2
10,28
34,4
32,2
30,7
18,5
17,22
11,5
25,20
31,4
8,11
13,5
23,15
17,26
30,12
30,12
3,27
21,20
34,2
9,21
12,26
30,2
1,0
23,15
25,8
13,26
5,8
20,24
21,13
4,1
20,7
18,25
6,5
24,3
21,1
24,23
34,11
3,28
4,29
31,15
28,9
3,18
9,7
16,14
22,6
31,12
7,11
15,28
5,25
27,10
16,5
14,4
6,6
10,3
29,26
7,5
3,1
25,11
26,28
29,15
22,7
28,24
27,25
13,19
3,15
1,28
26,1
12,16
14,14
12,18
28,19
13,23
2,3
2,4
7,8
30,5
8,17
25,17
20,11
14,11
15,4
5,19
0,16
20,14
24,1
18,19
8,23
13,21
4,13
